82579-494,GENİŞ BAHÇELİ 150 M2 DENİZ MANZARALI TERASLI DAİRE,İstanbul,Adalar,Büyükada-Maden,15.12.2018,4+1,180 m²,3.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32081867
4387-1120,BÜYÜKADADA GÖKHANDAN MÜSTAKİL ÖZELLİKLİ MANZARALI DUBLEKS,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,3+1,150 m²,4.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/30425099
4387-1103,BÜYÜKADADA DENİZE 5 DK.MÜSTAKİL ÖZELLİKLİ YÜKSEK BAHÇE KATI,İstanbul,Adalar,Büyükada-Maden,14.12.2018,3+1,110 m²,2.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/29539627
1324-626,BÜYÜKADA GLOBE EMLAK'TAN YILLIK KİRALIK BAHÇE KATI DAİRE,İstanbul,Adalar,Büyükada-Maden,17.12.2018,2+1,75 m²,1.650 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/27026069
58678-961,BÜYÜKADA'DA YEŞİLLİKLER İÇERİSİNDE DENİZ MANZARALI DUBLEKS DAİRE,İstanbul,Adalar,Büyükada-Nizam,16.12.2018,3+1,193 m²,2.750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32269258
54895-619,PLANET'TEN 5 DKKA MESAFEDE HAVUZLU DENİZ MANZARALI DUBLEKS,İstanbul,Adalar,Büyükada-Maden,25.11.2018,3+1,130 m²,2.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32322151
4387-1078,BÜYÜKADADA GÖKHANDAN NİZAMDA YAZLIK -KIŞLIK HAVUZLU BAHÇE KATI,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,3+1,115 m²,4.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/28284500
67104-999,BÜYÜKADA'DA KAÇIRILMAYACAK FIRSAT!,İstanbul,Adalar,Büyükada-Maden,17.12.2018,5+1,250 m²,4.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31740002
1324-805,BÜYÜKADA GLOBE EMLAK'TAN 3+2 KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Maden,20.12.2018,3+2,150 m²,2.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32481100
4387-1203,BÜYÜKADADAGÖKHANDAN NİZAMDA DOĞA İÇİNDEMANZARALI4+1 DAİRE,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,3+1,140 m²,2.700 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32414977
4387-1038,BÜYÜKADADA GÖKHANDAN YILLIK MERKEZE 3 DK. 2+1 TERAS DAİRE,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,3+1,110 m²,2.200 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/25863762
39778-2692,Kınalıada Da Sezonluk Teras,İstanbul,Adalar,Kınalıada,18.12.2018,1+1,60 m²,7.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-kinaliada-emlakcidan-daire/detay/32096406
96953-80,"ANADOLU EMLAKTAN, HEYBELİADA DA, EŞYALI , KİRALIK DAİRE.",İstanbul,Adalar,Heybeliada,16.12.2018,1+1,55 m²,1.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-heybeliada-emlakcidan-daire/detay/31991389
82579-525,DOĞANIN İÇİNDEKİ HUZUR,İstanbul,Adalar,Büyükada-Nizam,03.12.2018,2+1,100 m²,2.200 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32332196
5187-1581,"DRAMALI'DAN HEYBELİADA'DA ÖZEL GİRİŞLİ, KOMBİLİ 2+1 DAİRE",İstanbul,Adalar,Heybeliada,21.12.2018,2+1,90 m²,1.200 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-heybeliada-emlakcidan-daire/detay/32011994
4387-535,GÖKHAN'dan BÜYÜKADA'da KUMSALDA YILLIK 3+1 KAT,İstanbul,Adalar,Büyükada-Maden,14.12.2018,3+1,160 m²,2.700 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/11343662
82579-471,BÜYÜKADA EMLAK'TAN 7+1 DENİZ HAVUZ DOĞA MANZARILI DUBLEKS,İstanbul,Adalar,Büyükada-Maden,08.12.2018,6+2,250 m²,4.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31589448
10098-259,BÜYÜK ADA TİVOLİS EMLAKDAN KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Nizam,19.12.2018,4+1,180 m²,60.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/29448884
7553-10560,BÜYÜKADADA ÇARŞIDA KELEPİR 85 M2 2+1 KOMBİLİ DAİRE,İstanbul,Adalar,Büyükada-Maden,20.12.2018,2+1,85 m²,1.650 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31963118
4387-1083,BÜYÜKADA DA GÖKHANDAN AND.KLÜBÜ YANINDA1+1 Y.GİRİŞ DAİRE,İstanbul,Adalar,Büyükada-Nizam,16.12.2018,1+1,75 m²,1.800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/28807459
4387-1198,GÖKHANDAN BÜYÜKADADA MERKEZE&DENİZE 5dk.BAHÇEKATI,İstanbul,Adalar,Büyükada-Maden,14.12.2018,4+1,120 m²,2.650 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32321716
82579-529,BÜYÜKADA EMLAK'TAN KEYİFLİ 3+1 BAHÇE KATI yaz-kış,İstanbul,Adalar,Büyükada-Nizam,03.12.2018,3+1,85 m²,1.700 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32365858
96953-39,BÜYÜKADA DA İSKELEYE ON DAKİKA MESAFEDE KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Maden,19.12.2018,2+1,70 m²,1.400 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/30564332
10098-263,BÜYÜKADA TİVOLİS EMLAKTAN KİRALIK BAHÇE KATI,İstanbul,Adalar,Büyükada-Maden,19.12.2018,2+1,90 m²,2.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/30187521
4387-1189,BÜYÜKADADAGÖKHANDAN DOĞAİÇİNDEMANZARALI FERAH ARA KAT,İstanbul,Adalar,Büyükada-Maden,14.12.2018,3+1,140 m²,2.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31983963
10098-241,BÜYÜK ADA TİVOLİS EMLAKDAN KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Nizam,19.12.2018,3+1,120 m²,2.200 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/27275454
26825-602,MADENDE HAVUZLU VE BAHÇELİ DENİZ MANZARALI YAZKIŞ 3+1 BAHÇEKATI,İstanbul,Adalar,Büyükada-Maden,17.12.2018,3+1,140 m²,2.900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31224019
0-32344517,Büyükada Deniz&Yeşil Manzaralı Bahçe Katı Kiralık (Cankaya Cd.),İstanbul,Adalar,Büyükada-Nizam,28.11.2018,1+1,90 m²,1.900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-sahibinden/detay/32344517
26825-625,KUMSAL'DA DÜZ AYAK 2+1 YAZ-KIŞ ORTA KAT DAİRE,İstanbul,Adalar,Büyükada-Maden,17.12.2018,2+1,70 m²,1.800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31788012
26825-642,KUMSAL'DA DÜZ AYAK MANZARALI 2+1 YAZ-KIŞ KİRALIK ÜSTKATDAİRE,İstanbul,Adalar,Büyükada-Maden,19.12.2018,2+1,70 m²,1.800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32178968
96953-70,"ANADOLU EMLAKTAN, BÜYÜKADA DA, DENİZE VE İSKELEYE YAKIN 140 M2",İstanbul,Adalar,Büyükada-Maden,19.12.2018,3+1,140 m²,3.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31931755
26825-654,ÇANKAYADA ŞAHANE BAHÇELİ VE MANZARALI 1+1 BAHÇEKATI DAİRE,İstanbul,Adalar,Büyükada-Nizam,03.12.2018,1+1,90 m²,1.900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32370715
82579-484,BÜYÜKADA EMLAK'TAN 4+1 SÜPER DENİZ MANZARALI DUBLEKS,İstanbul,Adalar,Büyükada-Maden,08.12.2018,4+1,160 m²,2.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31987078
10098-224,BÜYÜKADA TİVOLİS EMLAK KİRALIK YAZLIK DAİRE,İstanbul,Adalar,Büyükada-Nizam,19.12.2018,4+1,180 m²,40.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/25651389
4387-1025,BÜYÜKADADA GÖKHANDAN BAHÇELİ 3+1 YAZLIK EV,İstanbul,Adalar,Büyükada-Maden,14.12.2018,3+1,85 m²,11.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/25377795
4387-1112,BÜYÜKADADA GÖKHANDAN YILLIK EŞYALI MERKEZDE KAT,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,3+1,95 m²,2.400 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/30275789
10098-265,BÜYÜKADA TİVOLİS EMLAKTAN KİRALIK HAVUZLU BAHÇE KATI,İstanbul,Adalar,Büyükada-Maden,19.12.2018,2+1,90 m²,1.900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/30269429
82579-442,BÜYÜKADA EMLAK'TAN DENİZ VE HAVUZ MANZARALI 3+1 DAİRE yaz-kış,İstanbul,Adalar,Büyükada-Maden,08.12.2018,3+1,140 m²,3.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/29714691
1324-778,BÜYÜKADA GLOBE EMLAK'TAN 4+1 DENİZ ORMAN MANZARALI DUBLEX DAİRE,İstanbul,Adalar,Büyükada-Maden,15.12.2018,4+1,160 m²,2.800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31702539
26825-632,MERKEZE 10 DAKİKA MESAFEDE 2+1 YAZ-KIŞ SIFIR DAİRE,İstanbul,Adalar,Büyükada-Maden,17.12.2018,2+1,90 m²,1.850 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31871752
10098-272,BÜYÜK ADA TİVOLİS EMLAKDAN KİRALIK YALI DAİRESİ,İstanbul,Adalar,Büyükada-Maden,19.12.2018,2+1,110 m²,4.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31000085
1324-764,BÜYÜKADA GLOBE EMLAK'TAN 3+1 KİRALIK BAHÇEKATIDAİR,İstanbul,Adalar,Büyükada-Maden,15.12.2018,3+1,120 m²,2.400 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31192795
4387-1200,BÜYÜKADADA GÖKHANDAN 1+1 FERAH YENİ BAHÇE KATI,İstanbul,Adalar,Büyükada-Maden,14.12.2018,1+1,75 m²,1.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32355711
82579-530,BÜYÜKADA EMLAK'TAN 750 M2 ARSA İÇİNDE MÜSTAKİL EV,İstanbul,Adalar,Büyükada-Maden,04.12.2018,3+1,100 m²,2.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32365934
39631-431,DERİŞ'DEN MERKEZE YAKIN MASRAFSIZ DAİRE,İstanbul,Adalar,Büyükada-Maden,10.12.2018,3+1,100 m²,2.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/18581228
10098-270,BÜYÜK ADA TİVOLİS EMLAKDAN KİRALIK YAZLIK DAİRE,İstanbul,Adalar,Büyükada-Maden,19.12.2018,4+1,160 m²,32.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/30580170
26825-653,ŞAHANE ORMAN VE DENİZ MANZARALI ÇOK TEMİZ 4+1 DUBLEKS DAİRE,İstanbul,Adalar,Büyükada-Maden,28.11.2018,4+1,200 m²,2.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32340943
4387-1029,BÜYÜKADADA GÖKHANDAN BAHÇELİ MANZARALI KÖŞK DAİRESİ,İstanbul,Adalar,Büyükada-Maden,14.12.2018,3+1,110 m²,20.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/25633654
10098-275,BÜYÜK ADA TİVOLİS EMLAKDAN KİRALIK HAVUZLU DAİRE,İstanbul,Adalar,Büyükada-Maden,19.12.2018,3+1,140 m²,3.250 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31747159
26825-598,ŞAHANE DENİZİ VE İSKELESİ OLAN FUL EŞYALI 3+1 YALI DAİRESİ,İstanbul,Adalar,Büyükada-Maden,17.12.2018,3+1,120 m²,25.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31116500
54895-609,PLANET'TN YENİ BİNA BÜYÜK BAHÇELİ DENİZ MANZRLI BAHÇEKATI YALI D,İstanbul,Adalar,Büyükada-Maden,10.12.2018,3+1,150 m²,3.250 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31987003
96953-84,ANADOLU EMLAK DA SEZONLUK KİRALIK DAİRE YAZ KIŞ FUL EŞYAlLI DAIR,İstanbul,Adalar,Kınalıada,20.12.2018,2+1,75 m²,1.250 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-kinaliada-emlakcidan-bina/detay/32053066
4387-1115,"BÜYÜKADADA GÖKHANDAN YILLIKKOMBİLİ,BAHÇEL MANZ.LI KÖŞK DAİRESİ",İstanbul,Adalar,Büyükada-Maden,14.12.2018,2+1,85 m²,2.250 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/30392711
25051-668,Şaban Tanik Gayrimenkulden deniz manzaralı daire.,İstanbul,Adalar,Büyükada-Nizam,21.12.2018,2+1,90 m²,2.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/31988550
96953-24,MERKEZDE 20000 TL YE YAZLIK KİRALIK EŞYALI DAİRE,İstanbul,Adalar,Büyükada-Maden,08.12.2018,2+1,95 m²,20.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/30238164
4387-1199,MÜSTAKİL ÖZELLİKLİ BAHÇELİ MANZARALI KAT,İstanbul,Adalar,Büyükada-Maden,14.12.2018,3+1,135 m²,7.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32331935
26825-658,MERKEZE YAKIN FUL EŞYALI DOĞALGAZLI YAZKIŞLIK 2+1 ÜSTKAT DAİRE,İstanbul,Adalar,Büyükada-Maden,08.12.2018,2+1,70 m²,1.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32404808
10098-233,TİVOLİS EMLAKTAN KİRALIK,İstanbul,Adalar,Büyükada-Maden,19.12.2018,2+1,75 m²,1.950 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/26791322
4387-882,BÜYÜKADADA GÖKHANDAN YAZLIK HAV.LU MANZ.LI YALI DAİRESİ,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,4+1,150 m²,65.800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/21191012
0-32381834,Büyükada Temenna Sokak Giriş Katı,İstanbul,Adalar,Büyükada-Nizam,04.12.2018,1+1,60 m²,1.400 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-sahibinden/detay/32381834
10098-271,BÜYÜK ADA TİVOLİS EMLAKDAN KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Nizam,19.12.2018,3+1,100 m²,12.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/30916242
96953-58,Büyükadada 10000 TL YE YAZLIK Daire,İstanbul,Adalar,Büyükada-Maden,21.12.2018,2+1,65 m²,12.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31077691
54895-608,PLANET'TEN FUL DENİZ MANZARALI HAVUZLU TEMİZ DUBLEX DAİRE,İstanbul,Adalar,Büyükada-Maden,29.11.2018,4+1,150 m²,2.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31906366
26825-644,KUMSAL'DA MANZARALI TERASLI 3+1 YAZ-KIŞ KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Maden,08.11.2018,3+1,95 m²,2.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32206940
1324-759,BÜYÜKADA GLOBE EMLAK'TAN ÇINAR MEYDANINA YAKIN YAZLIK DAİRE,İstanbul,Adalar,Büyükada-Maden,24.11.2018,2+1,75 m²,20.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31070815
82579-511,BÜYÜKADA EMLAK'TAN 2+1 KEYİFLİ ÇATI KATI sezonluk,İstanbul,Adalar,Büyükada-Maden,03.12.2018,2+1,90 m²,17.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32248270
4387-1074,BÜYÜKADADA GÖKHANDAN 3+1 BAHÇE KATI DAİRE,İstanbul,Adalar,Büyükada-Nizam,20.12.2018,3+1,100 m²,1.750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/28099477
54895-298,PLANET'TEN ADANIN EN GÖZDE KÖŞKÜNDE 4+1 VİP KAT DAİRE YAZLIK,İstanbul,Adalar,Büyükada-Nizam,28.10.2018,4+1,220 m²,24.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/19764032
1324-765,BÜYÜKADA GLOBE EMLAK 'TAN DENİZ MANZARALI 4+1 150M2 DUBLEX DAİRE,İstanbul,Adalar,Büyükada-Maden,12.12.2018,4+1,150 m²,30.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31264862
4387-977,BÜYÜKADADA GÖKHANDAN YAKIN 3+1 YILLIKBAHÇEKATI,İstanbul,Adalar,Büyükada-Nizam,14.12.2018,3+1,90 m²,2.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/23420560
82579-515,BÜYÜKADA EMLAK'TAN DOĞALGAZLI DNZ MANZARALI 2+1 ÜST KAT,İstanbul,Adalar,Büyükada-Maden,03.12.2018,2+1,75 m²,1.350 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32251473
1324-795,BÜYÜKADA GLOBE EMLAK'TAN 2 +1 KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Maden,28.10.2018,2+1,75 m²,1.400 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32131717
39631-228,KUMSAL'DA SÜPER DENİZ MANZARALI KİRALIK DAİRE,İstanbul,Adalar,Büyükada-Maden,07.11.2018,4+1,150 m²,2.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/10610881
82579-508,SIFIR BİNADA DNZ MANZARALI BAHÇEKATI YALI DAİRESİ yaz-kış,İstanbul,Adalar,Büyükada-Maden,03.12.2018,3+1,140 m²,3.250 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32228042
82579-221,BÜYÜKADA EMLAK'TAN HAVUZLU KEYİFLİ BAHÇE KATI yıllık,İstanbul,Adalar,Büyükada-Nizam,03.12.2018,3+1,110 m²,52.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/25518031
82579-476,BÜYÜKADA EMLAK'TAN 2+1 MERKEZE YAKIN KEYİFLİ DAİRE,İstanbul,Adalar,Büyükada-Maden,03.12.2018,2+1,85 m²,1.800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/31809194
1324-705,BÜYÜKADA GLOBE EMLAK'TAN DENİZ MANZARALI KİRALIK YAZLIK,İstanbul,Adalar,Büyükada-Nizam,17.11.2018,3+1,120 m²,18.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/29319865
82579-501,BÜYÜKADA EMLAK'TAN SEZONLUK BAHÇELİ MÜSTAKİL EV sezonluk,İstanbul,Adalar,Büyükada-Maden,03.12.2018,3+1,110 m²,25.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32129498
1324-796,BÜYÜKADA GLOBE EMLAK'TAN KUMSAL'DA 3+1 YÜKSEK GİRİŞ BAHÇE KATI,İstanbul,Adalar,Büyükada-Maden,28.10.2018,3+1,120 m²,2.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32131755
82579-429,UYGUN FİYATA 2+1 DOĞALGAZLI KİRALIK DAİRE yaz-kış,İstanbul,Adalar,Büyükada-Maden,03.12.2018,2+1,75 m²,1.350 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/28988777
82579-265,BÜYÜKADA EMLAK'TAN BAKIMLI SİTE İÇİNDE KEYİFLİ DUBLEX yaz-kış,İstanbul,Adalar,Büyükada-Nizam,03.12.2018,3+1,150 m²,2.750 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/26031730
54895-229,PLANET'TEN İSKELEYE 15 DKKA ORMAN VE DENİZ MANZARALI YAZLIK,İstanbul,Adalar,Büyükada-Nizam,04.12.2018,2+1,90 m²,25.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/17781994
1324-757,BÜYÜKADA GLOBE EMLAK'TAN TARİHİ BİNADA KİRALIK YAZLIK,İstanbul,Adalar,Büyükada-Nizam,28.11.2018,2+1,85 m²,15.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/31007276
54895-613,"PLANET'TEN GENİŞ DÜZ ALAN BAHÇELİ, HAVUZLU ULTRA LÜX BAHÇEKATI",İstanbul,Adalar,Büyükada-Nizam,28.10.2018,3+1,130 m²,4.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32129952
82579-385,Büyükada Emlak'tan Sedef Adası Manzaralı Müstakil Bahçeli Daire,İstanbul,Adalar,Büyükada-Maden,03.12.2018,3+1,170 m²,9.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/28076063
4387-1201,BÜYÜKADA DA KUMSALDA GÖKHANDAN YILLIK KOMBİLİ BALKONLU DAİRE,İstanbul,Adalar,Büyükada-Maden,14.12.2018,2+1,85 m²,1.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32374785
82579-498,BÜYÜKADA EMLAK'TAN KEYİFLİ HAVUZLU BAHÇE KATI,İstanbul,Adalar,Büyükada-Nizam,03.12.2018,3+1,110 m²,4.500 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/32092398
54895-500,PLANET'TEN FULL DENİZ MANZARALI EŞYALI KIŞ YAZ KİRALIK DUBLEKS,İstanbul,Adalar,Büyükada-Maden,04.12.2018,4+1,160 m²,2.600 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/25843794
82579-505,BÜYÜKADA EMLAK'TAN MÜSTAKİL GİRİŞLİ KEYİFLİ BAHÇE KATI,İstanbul,Adalar,Büyükada-Maden,03.12.2018,2+1,80 m²,2.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/32180051
96953-21,BÜYÜKADA ANADOLU EMLAKTAN 2+1 KİRALİK DAİRE,İstanbul,Adalar,Büyükada-Maden,19.12.2018,2+1,120 m²,1.800 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-maden-emlakcidan/detay/30229259
82579-470,BÜYÜKADA EMLAK'TAN 3+1 DOĞA VE DENİZ MANZARALI ARA KAT,İstanbul,Adalar,Büyükada-Nizam,12.12.2018,3+1,100 m²,2.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/31589171
54895-292,"PLANET'TEN DENİZ MANZARALI, HAVUZLU, BAHÇELİ, RIHTIMLI SEZONLUK",İstanbul,Adalar,Büyükada-Nizam,28.10.2018,4+2,240 m²,99.900 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/19663073
39631-242,"FULL DENİZ MANZARALI, SÜPER LÜKS DUBLEKS",İstanbul,Adalar,Büyükada-Nizam,01.12.2018,4+1,144 m²,90.000 TL,https://www.hurriyetemlak.com/konut-kiralik/istanbul-adalar-buyukada-nizam-emlakcidan/detay/11320009
